Tier,Gene,Homo_sapiens,Macaca_mulatta,Mus_musculus,Rattus_norvegicus,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
1,CNR2,NM_001841.2,XM_001105018.3,NM_001305278.1,NM_001164142.3,XM_011228458.1,XM_012439873.1,NM_001192303.1,XM_009000630.2,XM_010989813.1,XM_005617811.2,XM_005676856.2,XM_013154100.1,xm_014783982.1,XM_012080159.1,XM_005394787.2,XM_007980052.1,XM_006862302.1,XM_004679379.1,XM_003504924.3,XM_004465402.2,XM_013034917.1,XM_004705357.1,XM_006883659.1,XM_008148093.1,XM_005607011.2,XM_007522595.1,XM_006934403.2,XM_008573088.1,XM_004024898.1,XM_004850577.1,XM_005343004.2,XM_004657324.1,XM_003415240.2,XM_005544452.2,XM_011762840.1,XM_011977841.1,XM_017672324.1,XM_005079615.2,XM_012750607.1,XM_005353034.1,XM_016214570.1,XM_001362407.2,XM_004741187.2,XM_008848605.1,XM_003271607.2,XM_004592377.1,XM_012516098.1,XM_004394796.2,XM_004285660.1,XM_002716022.3,XM_003799759.2,XM_015093686.1,XM_008963130.1,XM_001166334.4,XM_009201721.2,XM_009233801.1,XM_012650884.1,XM_011357596.1,XM_010355752.1,XM_016126793.1,XM_003934868.2,XM_004622743.2,XM_005656050.2,xm_004377122.2,XM_006159469.2,XM_004327020.1
1,DRD2,NM_000795.3,XM_001085571.3,NM_010077.2,NM_012547.1,XM_002928410.2,XM_012470637.1,XM_015474608.1,XM_002754421.3,XM_010983293.1,XM_005619479.2,XM_018059765.1,XM_003472821.3,xm_004427316.1,XM_012066329.1,XM_005378146.2,XM_008020911.1,XM_006833833.1,XM_012729932.1,XM_003498542.1,XM_004481174.1,XM_013009616.1,XM_004712816.1,XM_006890788.1,XM_008150181.1,XM_005611574.2,XM_007535976.2,XM_003992361.3,XM_008591438.1,XM_004052152.1,XM_004856608.1,XM_005334208.1,XM_004666464.1,XM_003418229.2,XM_005579675.1,XM_011761337.1,XM_011977022.1,XM_017679399.1,XM_005069495.2,XM_012753312.1,XM_013346111.1,XM_016205335.1,XM_007494790.2,XM_004749851.1,XM_008832752.2,XM_003253162.3,XM_004585078.1,XM_004646372.1,XM_004416368.2,XM_004273390.1,XM_008261225.1,XM_012808149.1,XM_004016032.3,XM_008971728.1,XM_016919830.1,XM_003910718.2,XM_009247074.1,XM_012659160.1,XM_011365426.1,XM_010382376.1,XM_016148990.1,XM_003923693.2,XM_004604701.1,NM_001244253.1,xm_004382515.1,XM_006151031.1,XM_004320739.1
1,DRD3,NM_000796.5,NM_001289897.1,XM_006521777.2,XM_006248313.3,XM_011230188.1,XM_012463902.1,XM_005201335.3,XM_008982425.1,XM_010985034.1,XM_014110148.1,XM_005674943.3,XM_013151709.1,xm_004436563.1,XM_012083154.1,XM_013515044.1,XM_007985759.1,XM_006864169.1,XM_004675204.1,XM_016968082.1,XM_012518427.1,XM_013028530.1,XM_004706411.1,XM_006884272.1,XM_008146614.1,XM_001917412.3,XM_007516313.2,XM_006936058.1,XM_008580163.1,XM_004036093.1,XM_004835691.1,XM_005327606.1,XM_004666858.2,XM_003412984.1,XM_005548104.2,XM_011722278.1,XM_011966819.1,XM_017652404.1,XM_005074742.2,XM_012787562.1,XM_005345116.1,XM_016200145.1,XM_001368407.3,XM_004761411.2,XM_008842863.1,XM_003261833.1,XM_004577891.1,XM_004633311.1,XM_004414812.1,XM_004272040.1,XM_002716685.3,XM_003797706.1,XM_004002934.3,XM_003825120.2,XM_009445989.2,XM_003893946.3,XM_002813271.1,XM_012652233.1,XM_011376998.1,XM_010361005.1,XM_016150662.1,XM_003935438.2,XM_004606710.1,XM_013982425.1,xm_004373669.2,XM_014592983.1,XM_004317502.1
1,GABBR2,NM_005458.7,XM_015117226.1,NM_001081141.1,NM_031802.1,XM_011219329.1,XM_012475766.1,XM_002689734.3,XM_017977615.1,XM_010977467.1,XM_538749.5,XM_005683953.3,XM_013153295.1,xm_014781900.1,XM_012075841.1,XM_005382826.2,XM_007968615.1,XM_006863147.1,XM_004677485.1,XM_007619483.2,XM_004455800.2,XM_013023244.1,XM_004711077.1,XM_006886874.1,XM_008141865.1,XM_001495012.5,XM_016189321.1,XM_003995690.3,XM_008575182.1,XM_004048340.1,XM_004864946.2,xm_013359028.1,XM_004656955.1,XM_003407572.2,XM_005581209.2,XM_011733608.1,XM_011993760.1,XM_017659758.1,XM_013119560.1,XM_012769020.1,XM_013351873.1,XM_016223063.1,XM_001372262.4,XM_004747687.2,XM_008850966.1,XM_003260548.1,XM_004581175.1,XM_004645219.1,XM_004392333.2,XM_004271474.1,XM_008255521.2,XM_003785363.2,XM_012120473.2,XM_003820625.3,XM_016961310.1,XM_017949365.1,xm_002820025.3,XM_012638275.1,XM_011366310.1,XM_010357632.1,XM_016146294.1,XM_003940112.1,XM_004600251.1,XM_003122032.5,xm_004372231.2,XM_006143690.1,XM_004317831.1
1,HTR1A,NM_000524.3,NM_001198700.1,NM_008308.4,NM_012585.1,XM_002926305.1,XM_012462288.1,XM_600535.5,XM_008992005.2,XM_010974916.1,NM_001012397.1,XM_005694649.3,XM_005000315.2,xm_004422865.2,XM_012086023.1,XM_005392639.1,XM_007973785.1,xm_006875290.1,XM_004678274.2,XM_007621875.1,XM_004484888.1,XM_013025258.1,XM_004703581.1,XM_006899360.1,XM_008161860.1,NM_001081782.2,XM_007537302.1,XM_003981010.2,XM_008588665.1,XM_004058791.1,XM_004862882.2,XM_005319577.1,XM_004671204.1,XM_003408057.2,XM_015451536.1,XM_011772022.1,XM_011968277.1,XM_017642537.1,XM_013125277.1,XM_012784050.1,XM_005366593.1,XM_016198768.1,XM_007486379.2,XM_004764560.1,XM_008856278.2,XM_003265980.2,XM_004583735.1,XM_004623053.1,XM_004402229.2,XM_004270739.2,NM_001198935.1,XM_003785861.2,XM_015101213.1,XM_003827421.2,NM_001135622.1,XM_003899719.3,XM_003776605.2,XM_012664543.1,XM_011371097.1,XM_010368180.1,XM_016137039.1,XM_003925804.2,XM_004608472.1,XM_005672476.2,xm_004374552.2,xm_006156821.1,xm_004325159.1
1,HTR1D,NM_000864.4,XM_015130554.1,XM_017319986.1,XM_017593158.1,XM_002919532.2,XM_012439771.1,XM_015462457.1,XM_009000604.2,XM_010979845.1,NM_001003280.1,XM_018055516.1,XM_013153764.1,xm_014783969.1,XM_012080213.1,XM_005394751.1,XM_007980092.1,XM_006862326.1,XM_012722748.1,XM_003503640.1,XM_004465451.1,XM_013033534.1,XM_004705117.1,XM_006883541.1,XM_008148108.1,XM_005607367.2,XM_007528731.2,XM_003989645.2,XM_008572817.1,XM_004024873.1,XM_004850546.1,XM_005317576.1,XM_004657539.1,XM_010595068.1,XM_015441015.1,XM_011762807.1,XM_011966588.1,XM_017650509.1,XM_013121203.1,XM_012750872.1,XM_005353013.1,XM_016214538.1,XM_007491200.2,XM_004741214.2,XM_008848578.2,XM_003271587.2,XM_004592276.1,XM_004637612.1,XM_004394774.2,XM_012539005.1,XM_017345524.1,XM_003783806.2,XM_015093689.1,XM_003810743.3,XM_009450424.2,XM_003891301.3,XM_002811313.2,XM_012650885.1,XM_011357564.1,XM_010364369.1,XM_016149314.1,XM_003934885.2,XM_004603418.1,xm_005653367.2,xm_004377143.1,XM_006145157.2,XM_004332620.1
1,HTR1F,NM_000866.4,XM_015128513.1,NM_008310.3,NM_021857.3,XM_002926833.2,XM_012454643.1,XM_015469006.1,XM_017967211.1,XM_010978524.1,XM_005638745.2,XM_005674795.2,XM_005008693.2,xm_004440071.2,XM_012055442.1,XM_013506144.1,XM_007986166.1,xm_006864652.1,XM_004675282.2,XM_007630324.1,XM_004448614.2,XM_013024141.1,XM_004706432.1,XM_006894135.1,XM_008155579.1,XM_001501283.2,XM_007530604.1,XM_003991543.1,XM_008583085.1,XM_004035924.1,XM_004857909.1,XM_005334170.1,XM_004663300.1,XM_003410336.1,XM_005548399.2,XM_011733869.1,XM_011977252.1,XM_017657209.1,XM_013118159.1,XM_012743026.1,XM_005345241.1,XM_016196556.1,XM_007500751.2,XM_004777960.2,XM_008832232.1,XM_003255135.2,XM_004596566.1,XM_004634822.1,XM_004413560.2,XM_004272643.2,XM_002716759.3,XM_003783930.2,XM_015092402.1,XM_003831514.3,NM_001195269.1,XM_009198392.2,XM_002813411.2,XM_012644329.1,XM_011356412.1,XM_010374097.1,XM_016145827.1,XM_003928318.2,XM_004607000.1,XM_005670286.2,xm_004371333.1,XM_006155333.1,XM_004321395.1
1,HTR2A,NM_000621.4,XM_015120877.1,NM_172812.2,NM_017254.1,XM_002914977.2,XM_012465159.1,NM_001001157.1,XM_002742676.3,XM_010980835.1,NM_001005869.1,XM_005687443.3,XM_003477480.3,xm_004433653.2,XM_012064327.1,XM_005387547.2,XM_007960372.1,XM_006837636.1,XM_004680258.2,NM_001246728.1,XM_004472872.1,XM_013036627.1,XM_004714061.1,XM_006887805.1,XM_008152051.1,XM_014732013.1,XM_007521214.2,XM_003980393.3,XM_008571770.1,XM_004054487.1,XM_004844194.1,XM_005330191.1,XM_004665876.1,XM_003412616.2,XM_005585828.2,XM_011756551.1,XM_011973622.1,XM_017665258.1,XM_013114000.1,XM_012758547.1,XM_005355612.2,XM_016199505.1,XM_007495431.2,XM_004759184.2,XM_008824371.2,XM_003270063.3,XM_004577478.1,XM_004633082.1,XM_004412221.1,XM_004274591.1,XM_008273798.2,XM_003803358.2,XM_004012066.3,XM_003811414.2,XM_522752.6,XM_003919683.3,NM_001133446.1,XM_012643830.1,XM_011372026.1,XM_010358103.1,XM_016129336.1,XM_010330057.1,XM_004604572.2,XM_013980517.1,xm_004376585.1,XM_006140646.2,xm_004331699.1
1,HTR2B,NM_000867.4,XM_015111331.1,XM_006529147.2,XM_017596306.1,XM_002917440.2,XM_012434129.1,XM_010802399.2,XM_002749883.3,XM_010985651.1,NM_001024633.1,XM_005676671.3,NM_001172962.2,xm_004427671.2,XM_012072604.1,XM_005395400.1,XM_007966609.1,XM_006866737.1,XM_004674205.2,XM_007626075.2,XM_004451412.2,XM_013010593.1,XM_004701671.1,XM_006893481.1,XM_008160205.1,XM_001498084.4,XM_007519416.1,XM_003991248.3,XM_008587764.1,XM_004033342.1,XM_004868046.2,XM_005326441.1,XM_004662949.1,XM_003417917.2,XM_015432943.1,XM_011728174.1,XM_011998078.1,XM_017679754.1,XM_005082535.2,XM_012749387.1,XM_005361766.2,XM_016204680.1,XM_001365625.3,XM_004773454.2,XM_008838065.1,XM_012506064.1,XM_004576737.1,XM_004637306.1,XM_004396037.1,XM_004262604.1,XM_017343191.1,XM_003784872.2,XM_012148490.2,XM_003821860.3,XM_001144172.4,XM_003908063.3,XM_009238216.1,XM_012652202.1,XM_011381037.1,XM_010362000.1,XM_016134693.1,XM_010341154.1,XM_004610809.1,XM_005672269.2,xm_004389505.1,XM_006171119.2,XM_004328289.1
1,HTR4,NM_000870.6,XM_015141207.1,XM_006525678.3,XM_017600860.1,XM_002930556.2,XM_012455135.1,XM_015472292.1,XM_008987493.2,XM_010989465.1,XM_005619320.2,XM_005683139.3,NM_001172963.1,xm_014786220.1,XM_012068707.1,XM_013512121.1,XM_008014919.1,XM_006863851.1,XM_004686865.1,XM_007610315.2,XM_012526010.1,XM_013025489.1,XM_013004797.1,XM_006893718.1,XM_008152176.1,XM_014730311.1,XM_007516376.1,XM_006928073.1,XM_008585804.1,XM_004042779.1,XM_004854372.1,XM_005324189.1,XM_004664748.1,XM_010591674.1,XM_005558201.2,XM_011716074.1,XM_011985396.1,XM_017644179.1,XM_013116733.1,XM_012741597.1,XM_005356184.1,XM_016217380.1,XM_007474061.2,XM_013051230.1,XM_008837889.2,XM_003266614.3,XM_004587559.2,XM_004631273.2,XM_004402784.2,XM_004280376.1,XM_008255222.2,XM_012807695.1,XM_015096125.1,XM_003829051.1,XM_001162339.5,XM_003900332.3,XM_002816058.3,XM_012658261.1,XM_011371121.1,XM_010386837.1,XM_016150327.1,XM_003933995.1,XM_004620596.1,NM_001001267.1,xm_004384919.2,XM_014587657.1,XM_004320182.1
